Feature_A,Feature_B,Correlation,Abs_Correlation
Bwd Pkt Len Mean,Bwd IAT Std,0.30758616958897866,0.30758616958897866
Bwd IAT Std,Bwd Seg Size Avg,0.30758616958897866,0.30758616958897866
Protocol,Init Fwd Win Byts,-0.3066447864408488,0.3066447864408488
Fwd IAT Std,Pkt Len Mean,0.30647243149208614,0.30647243149208614
Flow Duration,Pkt Len Var,0.3060963396584986,0.3060963396584986
Bwd Pkt Len Std,Fwd IAT Std,0.3057934581141994,0.3057934581141994
Flow IAT Min,Init Fwd Win Byts,0.3034274625702632,0.3034274625702632
Fwd Pkt Len Min,ACK Flag Cnt,-0.30336550725315475,0.30336550725315475
Fwd PSH Flags,ACK Flag Cnt,0.30143760651290574,0.30143760651290574
SYN Flag Cnt,ACK Flag Cnt,0.30143760651290574,0.30143760651290574
PSH Flag Cnt,Init Fwd Win Byts,0.3002077081156641,0.3002077081156641
Fwd IAT Tot,Pkt Len Var,0.2994611979669407,0.2994611979669407
Bwd Pkt Len Min,Down/Up Ratio,0.2978840809420685,0.2978840809420685
Flow IAT Mean,Init Fwd Win Byts,0.2978783540439484,0.2978783540439484
Protocol,Pkt Len Std,-0.29765507459677637,0.29765507459677637
Fwd IAT Min,Init Fwd Win Byts,0.2976135568838901,0.2976135568838901
Bwd IAT Max,Idle Std,0.29751128846703173,0.29751128846703173
Fwd Pkt Len Std,Init Fwd Win Byts,0.2963940231201754,0.2963940231201754
ACK Flag Cnt,URG Flag Cnt,0.29382789763954825,0.29382789763954825
Fwd Pkt Len Std,Pkt Len Min,-0.2935598130860498,0.2935598130860498
Protocol,Fwd Pkt Len Max,-0.29301145247369587,0.29301145247369587
Fwd Pkt Len Min,Bwd Pkt Len Std,-0.29298099972916875,0.29298099972916875
Bwd IAT Std,Pkt Len Mean,0.29209470487755884,0.29209470487755884
Fwd IAT Mean,Init Fwd Win Byts,0.2904384895151056,0.2904384895151056
Flow Duration,Bwd Pkt Len Max,0.28987693802184694,0.28987693802184694
Flow Pkts/s,Fwd Seg Size Min,0.2879844935366617,0.2879844935366617
Pkt Len Mean,Init Bwd Win Byts,0.28619875955840984,0.28619875955840984
Fwd IAT Std,Pkt Size Avg,0.2860207078194797,0.2860207078194797
Bwd Pkt Len Max,Fwd IAT Tot,0.28410625902556136,0.28410625902556136
Pkt Size Avg,Src Port,0.28360890819248014,0.28360890819248014
Pkt Len Min,Src Port,0.28353912438414897,0.28353912438414897
Bwd Pkt Len Min,Init Fwd Win Byts,-0.2829755366358526,0.2829755366358526
ACK Flag Cnt,Down/Up Ratio,-0.2812718571204265,0.2812718571204265
Protocol,Pkt Len Var,-0.28042061403514806,0.28042061403514806
Flow Pkts/s,Src Port,-0.2800930932036322,0.2800930932036322
Bwd IAT Tot,PSH Flag Cnt,0.2793876722053256,0.2793876722053256
Protocol,Bwd Pkt Len Max,-0.2783838250199126,0.2783838250199126
Fwd Pkt Len Min,Fwd Pkt Len Std,-0.2757926005425257,0.2757926005425257
Pkt Len Var,ACK Flag Cnt,-0.2745157926114424,0.2745157926114424
Init Fwd Win Byts,Fwd Seg Size Min,0.273481706072054,0.273481706072054
Pkt Len Var,Init Bwd Win Byts,0.2720107520212526,0.2720107520212526
Flow Duration,Pkt Len Max,0.2713687844100613,0.2713687844100613
Protocol,ECE Flag Cnt,-0.27008371970389217,0.27008371970389217
Protocol,RST Flag Cnt,-0.2700784537384679,0.2700784537384679
RST Flag Cnt,Init Fwd Win Byts,0.2689994768991264,0.2689994768991264
Init Fwd Win Byts,Idle Min,0.26898928978032527,0.26898928978032527
ECE Flag Cnt,Init Fwd Win Byts,0.26898799671996054,0.26898799671996054
Bwd IAT Std,Pkt Size Avg,0.26887482855874045,0.26887482855874045
Fwd Pkt Len Max,Bwd Pkt Len Min,-0.2682943651052338,0.2682943651052338
Bwd Pkt Len Min,Pkt Len Max,-0.26706425642327064,0.26706425642327064
Fwd Pkt Len Max,Fwd Seg Size Min,0.2666548523008317,0.2666548523008317
ACK Flag Cnt,Init Bwd Win Byts,-0.2664853680166231,0.2664853680166231
Fwd IAT Tot,Pkt Len Max,0.2662775691935635,0.2662775691935635
Pkt Size Avg,Init Bwd Win Byts,0.2662432376676737,0.2662432376676737
Flow IAT Std,Pkt Len Var,0.265904645076272,0.265904645076272
Init Fwd Win Byts,Idle Mean,0.26580611964706147,0.26580611964706147
Bwd Pkt Len Max,Flow IAT Std,0.26546972548719633,0.26546972548719633
Dst Port,Protocol,-0.26534664233685246,0.26534664233685246
Flow IAT Std,Pkt Len Max,0.2649119230537859,0.2649119230537859
Pkt Len Min,Down/Up Ratio,0.26400605087151524,0.26400605087151524
Pkt Len Min,Init Fwd Win Byts,-0.2627726748196482,0.2627726748196482
Pkt Len Min,Pkt Len Std,-0.2618871616834839,0.2618871616834839
Flow Duration,Pkt Len Std,0.2617991737083985,0.2617991737083985
Bwd Seg Size Avg,Src Port,0.26096893995876064,0.26096893995876064
Bwd Pkt Len Mean,Src Port,0.26096893995876064,0.26096893995876064
Init Fwd Win Byts,Idle Max,0.2606288657412542,0.2606288657412542
Fwd Pkts/s,Src Port,-0.26006517861445105,0.26006517861445105
Flow IAT Std,Pkt Len Std,0.25947024038541094,0.25947024038541094
Dst Port,Fwd Pkt Len Std,0.2577840545800207,0.2577840545800207
Bwd IAT Std,PSH Flag Cnt,0.25726405369035,0.25726405369035
Pkt Len Min,Pkt Len Max,-0.2567810968853294,0.2567810968853294
Protocol,Flow Duration,-0.256718884530705,0.256718884530705
Fwd IAT Tot,Pkt Len Std,0.25569750799033947,0.25569750799033947
Flow Duration,Bwd Pkt Len Std,0.2553907936375446,0.2553907936375446
Fwd Pkt Len Min,Down/Up Ratio,0.25236582136233787,0.25236582136233787
Protocol,Fwd IAT Tot,-0.25226908245629304,0.25226908245629304
Bwd Pkt Len Std,Flow IAT Std,0.25169671137431027,0.25169671137431027
Bwd Pkt Len Min,ECE Flag Cnt,-0.2502693603853264,0.2502693603853264
Bwd Pkt Len Min,RST Flag Cnt,-0.25026448075096647,0.25026448075096647
Bwd Pkt Len Min,Pkt Len Var,-0.24945535369938565,0.24945535369938565
Bwd Pkt Len Std,Fwd IAT Tot,0.24907545337912523,0.24907545337912523
Dst Port,Bwd Pkt Len Min,-0.24873279956274305,0.24873279956274305
Fwd Pkt Len Max,ACK Flag Cnt,-0.24831707448536788,0.24831707448536788
Flow Duration,Bwd Pkt Len Mean,0.24747047173990042,0.24747047173990042
Flow Duration,Bwd Seg Size Avg,0.24747047173990042,0.24747047173990042
Fwd Pkt Len Min,Init Fwd Win Byts,-0.24723320147106786,0.24723320147106786
Fwd IAT Std,Idle Std,0.24581307862832477,0.24581307862832477
Fwd Pkt Len Max,Bwd IAT Tot,0.2455640282486534,0.2455640282486534
Flow Duration,Pkt Len Mean,0.24446358795413653,0.24446358795413653
Pkt Len Mean,Src Port,0.24254540175015152,0.24254540175015152
Flow IAT Min,ACK Flag Cnt,0.2420296458984667,0.2420296458984667
Bwd IAT Std,Idle Std,0.24199725837723643,0.24199725837723643
Fwd Pkt Len Min,Pkt Len Std,-0.241750960459638,0.241750960459638
Fwd IAT Min,ACK Flag Cnt,0.24173916977793336,0.24173916977793336
Bwd Pkt Len Mean,Fwd IAT Tot,0.24172182207974205,0.24172182207974205
Fwd IAT Tot,Bwd Seg Size Avg,0.241721822079742,0.241721822079742
Pkt Len Min,Pkt Len Var,-0.2416955764157583,0.2416955764157583
Flow IAT Mean,ACK Flag Cnt,0.24067710264941308,0.24067710264941308
Fwd Pkt Len Min,Src Port,0.24030616285762876,0.24030616285762876
Bwd Pkt Len Min,Pkt Len Std,-0.23899027708136963,0.23899027708136963
Fwd IAT Tot,Pkt Len Mean,0.23850134954766403,0.23850134954766403
Bwd Pkt Len Max,Pkt Len Min,-0.2383075929036423,0.2383075929036423
Protocol,Init Bwd Win Byts,-0.23765685689688454,0.23765685689688454
Fwd Pkt Len Min,Pkt Len Max,-0.2365226384619806,0.2365226384619806
Fwd IAT Mean,ACK Flag Cnt,0.23519652880899944,0.23519652880899944
Fwd Pkt Len Max,Init Fwd Win Byts,0.2348935985875747,0.2348935985875747
Bwd Pkt Len Max,Bwd Pkt Len Min,-0.23474942315844785,0.23474942315844785
Bwd Pkt Len Mean,Flow IAT Std,0.23450526520386328,0.23450526520386328
Flow IAT Std,Bwd Seg Size Avg,0.23450526520386328,0.23450526520386328
Flow IAT Std,Idle Std,0.23313621516623728,0.23313621516623728
Fwd Seg Size Avg,Src Port,0.2327682607851504,0.2327682607851504
Fwd Pkt Len Mean,Src Port,0.2327682607851504,0.2327682607851504
Pkt Len Min,ECE Flag Cnt,-0.23197179628818076,0.23197179628818076
Pkt Len Min,RST Flag Cnt,-0.23196727341112375,0.23196727341112375
Flow IAT Std,Pkt Len Mean,0.23125468841045166,0.23125468841045166
Bwd IAT Max,PSH Flag Cnt,0.22823928574815383,0.22823928574815383
Fwd Pkt Len Max,Pkt Len Min,-0.22792381468681538,0.22792381468681538
Dst Port,Fwd Seg Size Min,0.22772544974199432,0.22772544974199432
Protocol,Flow IAT Max,-0.22639432491136405,0.22639432491136405
Bwd Pkt Len Max,Src Port,0.2261957672480164,0.2261957672480164
Fwd Pkt Len Min,Bwd Pkt Len Max,-0.2259623930414988,0.2259623930414988
Bwd Pkt Len Std,Fwd Seg Size Min,0.22595748016914122,0.22595748016914122
Fwd IAT Max,Init Fwd Win Byts,0.22570358967920626,0.22570358967920626
Dst Port,Pkt Len Min,-0.22413920576095792,0.22413920576095792
Pkt Len Std,Src Port,0.22409868698906169,0.22409868698906169
Flow IAT Max,Init Fwd Win Byts,0.22406217763732972,0.22406217763732972
Bwd Header Len,Pkt Len Mean,0.2234633421980505,0.2234633421980505
Fwd Pkt Len Min,Pkt Len Var,-0.22276989350382673,0.22276989350382673
Bwd Seg Size Avg,Init Bwd Win Byts,0.22256546741094618,0.22256546741094618
Bwd Pkt Len Mean,Init Bwd Win Byts,0.22256546741094618,0.22256546741094618
Pkt Len Max,Src Port,0.22184563423598488,0.22184563423598488
Protocol,Fwd IAT Max,-0.22137609841205447,0.22137609841205447
Pkt Len Mean,Subflow Bwd Pkts,0.22075094783724405,0.22075094783724405
Tot Bwd Pkts,Pkt Len Mean,0.22075094783724405,0.22075094783724405
Fwd Pkt Len Min,RST Flag Cnt,-0.21927277833257183,0.21927277833257183
Fwd Pkt Len Min,ECE Flag Cnt,-0.2192576646691556,0.2192576646691556
Flow Duration,Idle Std,0.21691728082651057,0.21691728082651057
Bwd Pkt Len Min,Init Bwd Win Byts,-0.21660156781276899,0.21660156781276899
Idle Std,Idle Max,0.2155279525952153,0.2155279525952153
Pkt Len Max,Fwd Seg Size Min,0.21458536058124447,0.21458536058124447
Fwd Seg Size Min,Src Port,-0.2140490776363902,0.2140490776363902
Flow IAT Std,Pkt Size Avg,0.21248193520444725,0.21248193520444725
Bwd Header Len,Pkt Size Avg,0.21127057609138625,0.21127057609138625
Bwd IAT Min,Idle Max,0.21102847538952216,0.21102847538952216
Flow Duration,Active Max,0.21016913713188412,0.21016913713188412
Bwd IAT Min,Fwd PSH Flags,0.2101001679769719,0.2101001679769719
Bwd IAT Min,SYN Flag Cnt,0.2101001679769719,0.2101001679769719
Fwd IAT Tot,Idle Std,0.20929960155050287,0.20929960155050287
Tot Bwd Pkts,Pkt Size Avg,0.2090084498054624,0.2090084498054624
Pkt Size Avg,Subflow Bwd Pkts,0.20900844980546238,0.20900844980546238
Bwd IAT Min,Idle Mean,0.2087068491495404,0.2087068491495404
Down/Up Ratio,Fwd Seg Size Min,-0.20827310079536993,0.20827310079536993
Fwd IAT Tot,Active Max,0.2076604121519269,0.2076604121519269
Pkt Len Std,Fwd Seg Size Min,0.20718851099822372,0.20718851099822372
Flow Duration,Pkt Size Avg,0.20709302894621248,0.20709302894621248
PSH Flag Cnt,Src Port,0.2069568512492808,0.2069568512492808
Bwd IAT Min,Idle Min,0.20552778946946992,0.20552778946946992
Pkt Len Min,Init Bwd Win Byts,-0.20412032799821445,0.20412032799821445
Fwd Pkt Len Max,Fwd Pkt Len Min,-0.20391493855483134,0.20391493855483134
Dst Port,Fwd Pkt Len Min,-0.20249797942559597,0.20249797942559597
Dst Port,Init Fwd Win Byts,0.20226787255698603,0.20226787255698603
Fwd IAT Tot,Pkt Size Avg,0.20161418436044082,0.20161418436044082
TotLen Bwd Pkts,Pkt Len Mean,0.20102884073118232,0.20102884073118232
Pkt Len Mean,Subflow Bwd Byts,0.20102731231014476,0.20102731231014476
Flow Byts/s,SYN Flag Cnt,0.19961794651692907,0.19961794651692907
Flow Byts/s,Fwd PSH Flags,0.19961794651692907,0.19961794651692907
Protocol,Idle Max,-0.1994655175233219,0.1994655175233219
Bwd IAT Mean,Fwd PSH Flags,0.19923683327703814,0.19923683327703814
Bwd IAT Mean,SYN Flag Cnt,0.19923683327703814,0.19923683327703814
Protocol,Idle Mean,-0.1991425856503887,0.1991425856503887
Dst Port,Bwd Pkt Len Max,-0.1975305465581057,0.1975305465581057
Flow IAT Max,Idle Std,0.19636909780440065,0.19636909780440065
Protocol,Idle Min,-0.19623085791259248,0.19623085791259248
Fwd Pkts/s,Fwd Seg Size Min,0.19530073858243574,0.19530073858243574
Flow IAT Max,Bwd IAT Min,0.19480883699852433,0.19480883699852433
Fwd Pkt Len Min,Init Bwd Win Byts,-0.19287404957665874,0.19287404957665874
Bwd Pkt Len Std,Src Port,0.1921505946632406,0.1921505946632406
Fwd IAT Max,Idle Std,0.19201282773644066,0.19201282773644066
Dst Port,Fwd Pkts/s,0.1910827216314222,0.1910827216314222
TotLen Bwd Pkts,Pkt Size Avg,0.19067145514863937,0.19067145514863937
Pkt Size Avg,Subflow Bwd Byts,0.19067000121848052,0.19067000121848052
Bwd Header Len,Bwd Seg Size Avg,0.1880874282498804,0.1880874282498804
Bwd Pkt Len Mean,Bwd Header Len,0.18808742824988034,0.18808742824988034
Pkt Len Var,Fwd Seg Size Min,0.1873877694864044,0.1873877694864044
Dst Port,Bwd Pkt Len Mean,-0.18728064006240752,0.18728064006240752
Dst Port,Bwd Seg Size Avg,-0.18728064006240752,0.18728064006240752
Bwd IAT Tot,Idle Std,0.18594727796486327,0.18594727796486327
Bwd Seg Size Avg,Subflow Bwd Pkts,0.18553751660314954,0.18553751660314954
Tot Bwd Pkts,Bwd Seg Size Avg,0.18553751660314954,0.18553751660314954
Bwd Pkt Len Mean,Subflow Bwd Pkts,0.18553751660314954,0.18553751660314954
Tot Bwd Pkts,Bwd Pkt Len Mean,0.18553751660314954,0.18553751660314954
Fwd Pkt Len Max,Bwd IAT Std,0.184456529985127,0.184456529985127
Fwd Pkt Len Max,Fwd IAT Std,0.183836432267012,0.183836432267012
Bwd IAT Tot,RST Flag Cnt,0.18234182941206264,0.18234182941206264
Bwd IAT Tot,ECE Flag Cnt,0.18233514498022788,0.18233514498022788
Dst Port,PSH Flag Cnt,-0.18219485311556546,0.18219485311556546
Pkt Len Std,Init Fwd Win Byts,0.1820958722391151,0.1820958722391151
Protocol,Fwd IAT Mean,-0.18163723322037917,0.18163723322037917
Fwd IAT Max,Bwd IAT Min,0.18154846272409317,0.18154846272409317
Bwd IAT Std,RST Flag Cnt,0.18077731633581007,0.18077731633581007
Bwd IAT Std,ECE Flag Cnt,0.1807712695310429,0.1807712695310429
Flow Duration,Bwd Pkt Len Min,-0.17970686249284193,0.17970686249284193
Fwd IAT Min,PSH Flag Cnt,-0.17782383349223788,0.17782383349223788
Fwd IAT Min,Src Port,-0.17747565762446493,0.17747565762446493
Fwd IAT Min,Fwd Seg Size Avg,-0.17738727570096238,0.17738727570096238
Fwd Pkt Len Mean,Fwd IAT Min,-0.17738727570096235,0.17738727570096235
Fwd IAT Min,Pkt Size Avg,-0.17723030825406985,0.17723030825406985
Flow IAT Min,Fwd Seg Size Avg,-0.17691169913361005,0.17691169913361005
Fwd Pkt Len Mean,Flow IAT Min,-0.17691169913361002,0.17691169913361002
Active Max,Idle Std,0.17686615827423088,0.17686615827423088
Active Std,Idle Std,0.17600843192616414,0.17600843192616414
Flow IAT Min,Pkt Size Avg,-0.17585093720965664,0.17585093720965664
Bwd Pkt Len Min,Fwd IAT Tot,-0.1754803642182548,0.1754803642182548
Flow IAT Min,PSH Flag Cnt,-0.1753366648519905,0.1753366648519905
Flow IAT Min,Src Port,-0.174206297434686,0.174206297434686
Fwd IAT Std,PSH Flag Cnt,0.17273507766137505,0.17273507766137505
Protocol,Flow IAT Mean,-0.1724942212640571,0.1724942212640571
Fwd IAT Tot,Active Std,0.17217036159668186,0.17217036159668186
Flow Duration,Active Std,0.1717579956866603,0.1717579956866603
Fwd Pkt Len Std,ACK Flag Cnt,-0.17145107168075216,0.17145107168075216
Fwd Pkt Len Mean,Init Fwd Win Byts,0.17091228461385588,0.17091228461385588
Fwd Seg Size Avg,Init Fwd Win Byts,0.17091228461385588,0.17091228461385588
SYN Flag Cnt,PSH Flag Cnt,-0.17025692853244545,0.17025692853244545
Fwd PSH Flags,PSH Flag Cnt,-0.17025692853244545,0.17025692853244545
Flow Duration,Active Mean,0.16961967784552054,0.16961967784552054
Flow IAT Mean,Src Port,-0.16911386815054041,0.16911386815054041
TotLen Bwd Pkts,Bwd Seg Size Avg,0.16861511710355745,0.16861511710355745
TotLen Bwd Pkts,Bwd Pkt Len Mean,0.16861511710355745,0.16861511710355745
Bwd Seg Size Avg,Subflow Bwd Byts,0.1686140048873885,0.1686140048873885
Bwd Pkt Len Mean,Subflow Bwd Byts,0.16861400488738848,0.16861400488738848
Flow IAT Mean,Fwd Seg Size Avg,-0.16832289026221053,0.16832289026221053
Fwd Pkt Len Mean,Flow IAT Mean,-0.16832289026221053,0.16832289026221053
Tot Bwd Pkts,Down/Up Ratio,0.16715879469801787,0.16715879469801787
Down/Up Ratio,Subflow Bwd Pkts,0.16715879469801787,0.16715879469801787
Flow IAT Std,SYN Flag Cnt,0.1669535359161748,0.1669535359161748
Flow IAT Std,Fwd PSH Flags,0.1669535359161748,0.1669535359161748
Fwd IAT Min,Pkt Len Max,-0.16694577294446722,0.16694577294446722
Pkt Len Max,Init Fwd Win Byts,0.16681971705343124,0.16681971705343124
Fwd IAT Tot,Active Mean,0.16600464826086647,0.16600464826086647
Bwd Header Len,Down/Up Ratio,0.16596746212107658,0.16596746212107658
PSH Flag Cnt,URG Flag Cnt,-0.16595604330641137,0.16595604330641137
Bwd IAT Tot,Bwd IAT Min,0.16564052029964216,0.16564052029964216
Init Fwd Win Byts,Init Bwd Win Byts,0.16528369375590712,0.16528369375590712
Down/Up Ratio,Pkt Size Avg,0.1652735445332616,0.1652735445332616
Flow IAT Min,Pkt Len Max,-0.1649280768788962,0.1649280768788962
Fwd IAT Min,Pkt Len Std,-0.16464230671532626,0.16464230671532626
Dst Port,Fwd Pkt Len Max,0.16419389978564627,0.16419389978564627
Fwd Pkt Len Max,Bwd IAT Max,0.1640973905918396,0.1640973905918396
Dst Port,Down/Up Ratio,-0.16313163280092746,0.16313163280092746
Flow IAT Mean,Pkt Size Avg,-0.16286144526080437,0.16286144526080437
Flow IAT Min,Pkt Len Std,-0.162803334351181,0.162803334351181
Flow IAT Max,Pkt Len Var,0.1623681576067271,0.1623681576067271
Flow IAT Mean,PSH Flag Cnt,-0.1620926250236068,0.1620926250236068
Fwd IAT Mean,Src Port,-0.16192722527763104,0.16192722527763104
Fwd IAT Std,SYN Flag Cnt,0.16181976457818772,0.16181976457818772
Fwd IAT Std,Fwd PSH Flags,0.16181976457818772,0.16181976457818772
Fwd Pkt Len Std,Bwd IAT Tot,0.16161445140971561,0.16161445140971561
Fwd IAT Min,Pkt Len Mean,-0.16113034375080731,0.16113034375080731
Flow IAT Min,Pkt Len Mean,-0.15982159775142735,0.15982159775142735
Protocol,Bwd IAT Tot,-0.15944720488292188,0.15944720488292188
Bwd IAT Max,RST Flag Cnt,0.15911903305381653,0.15911903305381653
Bwd IAT Max,ECE Flag Cnt,0.1591132201223732,0.1591132201223732
Bwd Pkt Len Std,Init Fwd Win Byts,0.15882651340222653,0.15882651340222653
Flow Pkts/s,Pkt Size Avg,-0.15830722104934122,0.15830722104934122
Fwd Pkt Len Mean,Fwd IAT Mean,-0.1582938439083994,0.1582938439083994
Fwd IAT Mean,Fwd Seg Size Avg,-0.1582938439083994,0.1582938439083994
Flow Pkts/s,Fwd Seg Size Avg,-0.1577715724698283,0.1577715724698283
Fwd Pkt Len Mean,Flow Pkts/s,-0.1577715724698283,0.1577715724698283
Active Std,Active Min,0.15748147301371745,0.15748147301371745
RST Flag Cnt,Src Port,0.1572767747639637,0.1572767747639637
ECE Flag Cnt,Src Port,0.1572767747639637,0.1572767747639637
Protocol,Fwd IAT Min,-0.15706703991909668,0.15706703991909668
Protocol,Flow IAT Min,-0.15693232850136338,0.15693232850136338
URG Flag Cnt,Pkt Size Avg,-0.156276713533082,0.156276713533082
Bwd Pkt Len Max,Fwd IAT Min,-0.15558088120117433,0.15558088120117433
Fwd IAT Max,Pkt Len Var,0.15554543162013695,0.15554543162013695
Flow IAT Std,PSH Flag Cnt,0.15541741459802186,0.15541741459802186
Bwd Pkt Len Min,Flow IAT Max,-0.15530855447868325,0.15530855447868325
Pkt Len Var,Src Port,0.15378518159659593,0.15378518159659593
Bwd Pkt Len Max,Fwd Seg Size Min,0.15361960312663575,0.15361960312663575
Bwd Pkt Len Max,Flow IAT Min,-0.153494323230905,0.153494323230905
Down/Up Ratio,Init Bwd Win Byts,-0.15324175631476927,0.15324175631476927
Pkt Len Var,Idle Max,0.15285405240585279,0.15285405240585279
Fwd IAT Max,ACK Flag Cnt,0.15276923546811658,0.15276923546811658
Flow Pkts/s,Pkt Len Max,-0.15267968508060928,0.15267968508060928
Bwd Pkt Len Mean,Fwd IAT Min,-0.15159604041274352,0.15159604041274352
Fwd IAT Min,Bwd Seg Size Avg,-0.15159604041274352,0.15159604041274352
Flow Duration,Pkt Len Min,-0.15129373354683628,0.15129373354683628
Fwd Pkt Len Max,Src Port,0.15085457603021513,0.15085457603021513
Fwd Pkt Len Std,Fwd IAT Std,0.15065265169156886,0.15065265169156886
Bwd Pkt Len Min,Fwd IAT Max,-0.15050140587579613,0.15050140587579613
Down/Up Ratio,Src Port,0.1502587667147129,0.1502587667147129
Active Mean,Idle Std,0.1500974868293446,0.1500974868293446
Flow IAT Min,Bwd Seg Size Avg,-0.1500055593539589,0.1500055593539589
Bwd Pkt Len Mean,Flow IAT Min,-0.15000555935395884,0.15000555935395884
Fwd IAT Mean,PSH Flag Cnt,-0.14875909043641644,0.14875909043641644
Flow Pkts/s,Pkt Len Std,-0.14845609662906098,0.14845609662906098
Pkt Len Var,Idle Mean,0.14749481058730665,0.14749481058730665
URG Flag Cnt,Fwd Seg Size Avg,-0.14733441460163482,0.14733441460163482
Fwd Pkt Len Mean,URG Flag Cnt,-0.14733441460163482,0.14733441460163482
Fwd IAT Tot,Pkt Len Min,-0.14731161383907485,0.14731161383907485
Fwd Pkt Len Max,Flow IAT Std,0.147122943910214,0.147122943910214
Flow IAT Max,ACK Flag Cnt,0.1468032887531448,0.1468032887531448
Protocol,Flow IAT Std,-0.14636755187427528,0.14636755187427528
Fwd Pkt Len Max,Fwd IAT Min,-0.14595211383313192,0.14595211383313192
Bwd Pkts/s,PSH Flag Cnt,0.14579094012964597,0.14579094012964597
Protocol,Fwd IAT Std,-0.1456097821534082,0.1456097821534082
Flow IAT Mean,Pkt Len Mean,-0.14509541301172288,0.14509541301172288
Flow Pkts/s,Pkt Len Mean,-0.14502693269970257,0.14502693269970257
Dst Port,Flow Pkts/s,0.1447905977038321,0.1447905977038321
Init Fwd Win Byts,Src Port,-0.1446487785613558,0.1446487785613558
Fwd Pkt Len Max,Flow IAT Min,-0.14438204552245548,0.14438204552245548
Flow IAT Mean,Pkt Len Std,-0.14421976157869282,0.14421976157869282
Flow IAT Mean,Pkt Len Max,-0.14415320586417535,0.14415320586417535
Bwd Pkt Len Max,Flow Pkts/s,-0.14388175351192373,0.14388175351192373
Fwd IAT Mean,Pkt Size Avg,-0.14275272776861558,0.14275272776861558
Flow Duration,Fwd Pkt Len Min,-0.14245734783106595,0.14245734783106595
Bwd Pkt Len Std,Fwd IAT Min,-0.142423320206442,0.142423320206442
Bwd Pkt Len Mean,Down/Up Ratio,0.14192188496963942,0.14192188496963942
Down/Up Ratio,Bwd Seg Size Avg,0.1419218849696394,0.1419218849696394
Flow Duration,Fwd Pkt Len Max,0.14161911331029448,0.14161911331029448
Pkt Len Mean,URG Flag Cnt,-0.1416143228937073,0.1416143228937073
Pkt Len Max,URG Flag Cnt,-0.14151244466316323,0.14151244466316323
Bwd Pkt Len Std,Flow IAT Min,-0.14034623996225987,0.14034623996225987
Pkt Len Var,Init Fwd Win Byts,0.14001257763318642,0.14001257763318642
Fwd Pkt Len Max,Fwd IAT Tot,0.13990041665244823,0.13990041665244823
Bwd Pkt Len Mean,Flow Pkts/s,-0.1396945794306987,0.1396945794306987
Flow Pkts/s,Bwd Seg Size Avg,-0.1396945794306987,0.1396945794306987
Bwd Pkts/s,Pkt Size Avg,-0.1396593283180121,0.1396593283180121
Flow Duration,PSH Flag Cnt,0.139124022759762,0.139124022759762
Pkt Len Std,URG Flag Cnt,-0.13889074538274873,0.13889074538274873
Fwd Pkt Len Min,Fwd IAT Tot,-0.13873205546156672,0.13873205546156672
Fwd Pkt Len Mean,Bwd Pkts/s,-0.13856010653562453,0.13856010653562453
Bwd Pkts/s,Fwd Seg Size Avg,-0.13856010653562453,0.13856010653562453
Pkt Len Var,Idle Min,0.1382351404688179,0.1382351404688179
Protocol,Bwd IAT Max,-0.13819385305312673,0.13819385305312673
Protocol,Bwd IAT Std,-0.1381070675607186,0.1381070675607186
Pkt Len Mean,Down/Up Ratio,0.13735588419875164,0.13735588419875164
Flow IAT Mean,Bwd Seg Size Avg,-0.1365052129811181,0.1365052129811181
Bwd Pkt Len Mean,Flow IAT Mean,-0.1365052129811181,0.1365052129811181
Flow IAT Max,Pkt Len Min,-0.1364176461500187,0.1364176461500187
Bwd Pkt Len Max,URG Flag Cnt,-0.1363151896525953,0.1363151896525953
Bwd IAT Tot,Pkt Len Min,-0.13592901369763,0.13592901369763
URG Flag Cnt,Bwd Seg Size Avg,-0.13589177250948917,0.13589177250948917
Bwd Pkt Len Mean,URG Flag Cnt,-0.13589177250948917,0.13589177250948917
Fwd Pkt Len Std,Bwd IAT Std,0.13579930877446908,0.13579930877446908
Fwd PSH Flags,Src Port,-0.13504677385201982,0.13504677385201982
SYN Flag Cnt,Src Port,-0.13504677385201982,0.13504677385201982
Fwd Pkts/s,Pkt Size Avg,-0.13495654067174187,0.13495654067174187
Bwd IAT Mean,Idle Std,0.13493760039799987,0.13493760039799987
Bwd Pkt Len Max,Bwd IAT Mean,0.134867802923977,0.134867802923977
Fwd Pkts/s,Fwd Seg Size Avg,-0.13475253208539364,0.13475253208539364
Fwd Pkt Len Mean,Fwd Pkts/s,-0.13475253208539364,0.13475253208539364
Fwd Pkt Len Std,Fwd IAT Min,-0.133994355104865,0.133994355104865
Bwd Pkt Len Max,Flow IAT Mean,-0.1329717125505781,0.1329717125505781
Fwd Pkt Len Std,Flow IAT Min,-0.13276465415905953,0.13276465415905953
Flow Duration,Bwd IAT Min,0.13271049870427354,0.13271049870427354
Bwd Pkts/s,Src Port,-0.13201666982412089,0.13201666982412089
Flow IAT Mean,Down/Up Ratio,-0.13197455143944412,0.13197455143944412
Fwd IAT Max,Pkt Len Min,-0.13189877180567136,0.13189877180567136
Fwd IAT Mean,Down/Up Ratio,-0.13186002089206422,0.13186002089206422
Bwd Pkts/s,Pkt Len Max,-0.13181515163092658,0.13181515163092658
