Source_File,Segment_ID,Episode_ID,Split,Start_Window,End_Window,Duration_Seconds,Duration_Minutes,Attack_Windows,Dominant_Attack_Types,Attack_Types
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_4,TRAIN,2018-02-23 01:08:30,2018-02-23 01:08:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_5,TRAIN,2018-02-23 01:09:30,2018-02-23 01:09:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_6,TRAIN,2018-02-23 01:10:30,2018-02-23 01:10:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_7,TRAIN,2018-02-23 01:11:30,2018-02-23 01:13:00,120.0,2.0,4,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_8,TRAIN,2018-02-23 01:14:00,2018-02-23 01:14:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_9,TRAIN,2018-02-23 01:15:00,2018-02-23 01:15:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_10,TRAIN,2018-02-23 01:16:00,2018-02-23 01:16:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_11,TRAIN,2018-02-23 01:17:00,2018-02-23 01:17:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_12,TRAIN,2018-02-23 01:18:00,2018-02-23 01:18:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_13,TRAIN,2018-02-23 01:19:00,2018-02-23 01:19:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_14,TRAIN,2018-02-23 01:20:00,2018-02-23 01:20:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_15,TRAIN,2018-02-23 01:21:00,2018-02-23 01:21:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_16,TRAIN,2018-02-23 01:22:00,2018-02-23 01:22:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_17,TRAIN,2018-02-23 01:23:00,2018-02-23 01:23:30,60.0,1.0,2,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_18,TRAIN,2018-02-23 01:24:30,2018-02-23 01:24:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_19,TRAIN,2018-02-23 01:25:30,2018-02-23 01:25:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_20,TRAIN,2018-02-23 01:26:30,2018-02-23 01:26:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_21,TRAIN,2018-02-23 01:27:30,2018-02-23 01:27:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_22,TRAIN,2018-02-23 01:28:30,2018-02-23 01:28:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_23,TRAIN,2018-02-23 01:29:30,2018-02-23 01:29:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_24,TRAIN,2018-02-23 01:30:30,2018-02-23 01:30:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_25,TRAIN,2018-02-23 01:31:30,2018-02-23 01:31:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_26,TRAIN,2018-02-23 01:32:30,2018-02-23 01:32:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_27,TRAIN,2018-02-23 01:33:30,2018-02-23 01:33:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_28,TRAIN,2018-02-23 01:34:30,2018-02-23 01:34:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_29,TRAIN,2018-02-23 01:35:30,2018-02-23 01:36:00,60.0,1.0,2,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_30,TRAIN,2018-02-23 01:37:00,2018-02-23 01:37:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_31,TRAIN,2018-02-23 01:38:00,2018-02-23 01:38:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_32,TRAIN,2018-02-23 01:39:00,2018-02-23 01:39:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_33,TRAIN,2018-02-23 01:40:00,2018-02-23 01:40:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_34,TRAIN,2018-02-23 01:41:00,2018-02-23 01:42:00,90.0,1.5,3,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_35,TRAIN,2018-02-23 01:43:00,2018-02-23 01:43:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_36,TRAIN,2018-02-23 01:44:00,2018-02-23 01:44:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_37,TRAIN,2018-02-23 01:45:00,2018-02-23 01:45:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_38,TRAIN,2018-02-23 01:46:00,2018-02-23 01:46:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_39,TRAIN,2018-02-23 01:47:00,2018-02-23 01:47:30,60.0,1.0,2,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_40,TRAIN,2018-02-23 01:48:30,2018-02-23 01:48:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_41,TRAIN,2018-02-23 01:49:30,2018-02-23 01:49:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_42,TRAIN,2018-02-23 01:50:30,2018-02-23 01:50:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_43,TRAIN,2018-02-23 01:51:30,2018-02-23 01:51:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_44,TRAIN,2018-02-23 01:52:30,2018-02-23 01:52:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_45,TRAIN,2018-02-23 01:53:30,2018-02-23 01:53:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_46,TRAIN,2018-02-23 01:54:30,2018-02-23 01:54:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_47,TRAIN,2018-02-23 01:55:30,2018-02-23 01:55:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_48,TRAIN,2018-02-23 01:56:30,2018-02-23 01:56:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_49,TRAIN,2018-02-23 01:57:30,2018-02-23 01:57:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_50,TRAIN,2018-02-23 01:58:30,2018-02-23 01:59:00,60.0,1.0,2,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_51,TRAIN,2018-02-23 02:00:00,2018-02-23 02:00:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_52,TRAIN,2018-02-23 02:01:00,2018-02-23 02:01:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_53,TRAIN,2018-02-23 02:02:00,2018-02-23 02:02:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_54,TRAIN,2018-02-23 02:03:00,2018-02-23 02:03:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_55,TRAIN,2018-02-23 02:04:00,2018-02-23 02:04:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_56,TRAIN,2018-02-23 02:05:00,2018-02-23 02:06:00,90.0,1.5,3,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_57,TRAIN,2018-02-23 02:07:00,2018-02-23 02:07:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_58,TRAIN,2018-02-23 02:08:00,2018-02-23 02:08:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_59,TRAIN,2018-02-23 02:09:00,2018-02-23 02:09:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_60,TRAIN,2018-02-23 02:10:00,2018-02-23 02:10:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_61,TRAIN,2018-02-23 03:05:00,2018-02-23 03:06:30,120.0,2.0,4,SQL Injection,SQL Injection
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_62,TRAIN,2018-02-23 03:08:00,2018-02-23 03:09:00,90.0,1.5,3,SQL Injection,SQL Injection
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_63,TRAIN,2018-02-23 03:12:00,2018-02-23 03:13:30,120.0,2.0,4,SQL Injection,SQL Injection
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_64,TRAIN,2018-02-23 03:15:00,2018-02-23 03:17:00,150.0,2.5,5,SQL Injection,SQL Injection
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_65,TRAIN,2018-02-23 09:17:00,2018-02-23 09:17:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_66,TRAIN,2018-02-23 09:57:00,2018-02-23 09:57:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_67,TRAIN,2018-02-23 10:02:30,2018-02-23 10:03:00,60.0,1.0,2,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_68,TRAIN,2018-02-23 10:04:00,2018-02-23 10:06:00,150.0,2.5,5,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_69,TRAIN,2018-02-23 10:07:00,2018-02-23 10:07:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_70,TRAIN,2018-02-23 10:08:00,2018-02-23 10:10:00,150.0,2.5,5,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_71,TRAIN,2018-02-23 10:11:00,2018-02-23 10:19:30,540.0,9.0,18,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_72,TRAIN,2018-02-23 10:20:30,2018-02-23 10:20:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_73,TRAIN,2018-02-23 10:21:30,2018-02-23 10:22:30,90.0,1.5,3,Brute Force -Web,Brute Force -Web|Brute Force -Web|SQL Injection
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_74,TRAIN,2018-02-23 10:23:30,2018-02-23 10:26:00,180.0,3.0,6,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_75,TRAIN,2018-02-23 10:27:00,2018-02-23 10:28:00,90.0,1.5,3,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_76,TRAIN,2018-02-23 10:29:00,2018-02-23 10:29:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_77,TRAIN,2018-02-23 10:30:00,2018-02-23 10:32:00,150.0,2.5,5,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_78,TRAIN,2018-02-23 10:33:00,2018-02-23 10:37:30,300.0,5.0,10,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_79,TRAIN,2018-02-23 10:38:30,2018-02-23 10:42:30,270.0,4.5,9,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_80,TRAIN,2018-02-23 10:43:30,2018-02-23 10:44:30,90.0,1.5,3,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_81,TRAIN,2018-02-23 10:45:30,2018-02-23 10:45:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_82,TRAIN,2018-02-23 10:46:30,2018-02-23 10:50:00,240.0,4.0,8,Brute Force -Web,Brute Force -Web|Brute Force -Web|SQL Injection
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_83,TRAIN,2018-02-23 10:51:00,2018-02-23 10:51:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_84,TRAIN,2018-02-23 10:52:00,2018-02-23 10:54:00,150.0,2.5,5,Brute Force -Web,Brute Force -Web|Brute Force -Web|SQL Injection
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_85,TRAIN,2018-02-23 10:55:00,2018-02-23 11:01:30,420.0,7.0,14,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_2,Friday-23-02-2018__EP_86,TRAIN,2018-02-23 11:02:30,2018-02-23 11:02:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Wednesday-28-02-2018,Wednesday-28-02-2018__SEG_1,Wednesday-28-02-2018__EP_1,VALIDATION,2018-02-28 01:42:00,2018-02-28 02:39:30,3480.0,58.0,116,Infilteration,Infilteration
Wednesday-28-02-2018,Wednesday-28-02-2018__SEG_2,Wednesday-28-02-2018__EP_2,VALIDATION,2018-02-28 10:50:00,2018-02-28 12:04:30,4500.0,75.0,150,Infilteration,Infilteration
Thursday-01-03-2018,Thursday-01-03-2018__SEG_1,Thursday-01-03-2018__EP_1,TEST,2018-03-01 02:00:00,2018-03-01 03:36:30,5820.0,97.0,194,Infilteration,Infilteration
Thursday-01-03-2018,Thursday-01-03-2018__SEG_2,Thursday-01-03-2018__EP_2,TEST,2018-03-01 09:57:00,2018-03-01 10:54:30,3480.0,58.0,116,Infilteration,Infilteration
Friday-02-03-2018,Friday-02-03-2018__SEG_1,Friday-02-03-2018__EP_1,TEST,2018-03-02 01:05:00,2018-03-02 03:54:30,10200.0,170.0,340,Bot,Bot
Friday-02-03-2018,Friday-02-03-2018__SEG_2,Friday-02-03-2018__EP_2,TEST,2018-03-02 10:13:00,2018-03-02 12:59:30,10020.0,167.0,334,Bot,Bot
