Source_File,Split,Episode_ID,Start,End,Duration_Windows,Duration_Seconds
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,85,2018-02-22 11:02:00,2018-02-22 11:02:30,2,60
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,86,2018-02-22 11:03:30,2018-02-22 11:03:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,87,2018-02-22 11:04:30,2018-02-22 11:04:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,88,2018-02-22 11:05:30,2018-02-22 11:05:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,89,2018-02-22 11:06:30,2018-02-22 11:06:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,90,2018-02-22 11:07:30,2018-02-22 11:07:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,91,2018-02-22 11:08:30,2018-02-22 11:08:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,92,2018-02-22 11:09:30,2018-02-22 11:09:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,93,2018-02-22 11:10:30,2018-02-22 11:10:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,94,2018-02-22 11:11:30,2018-02-22 11:11:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,95,2018-02-22 11:12:30,2018-02-22 11:12:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,96,2018-02-22 11:13:30,2018-02-22 11:16:00,6,180
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,97,2018-02-22 11:17:00,2018-02-22 11:17:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,98,2018-02-22 11:18:00,2018-02-22 11:18:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,99,2018-02-22 11:19:00,2018-02-22 11:19:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,100,2018-02-22 11:20:00,2018-02-22 11:20:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,101,2018-02-22 11:21:00,2018-02-22 11:21:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,102,2018-02-22 11:22:00,2018-02-22 11:22:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,103,2018-02-22 11:23:00,2018-02-22 11:23:00,1,30
Wednesday-14-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,1,2018-02-14 02:01:00,2018-02-14 03:32:30,184,5520
Wednesday-14-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2,2018-02-14 10:33:00,2018-02-14 12:10:30,196,5880
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,1,2018-02-21 02:15:00,2018-02-21 02:33:00,37,1110
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2,2018-02-21 10:13:30,2018-02-21 10:43:00,60,1800
Wednesday-28-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,VALIDATION,1,2018-02-28 01:42:00,2018-02-28 02:39:30,116,3480
Wednesday-28-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,VALIDATION,2,2018-02-28 10:50:00,2018-02-28 12:04:30,150,4500
