Episode_ID,Source_File,Split,Start,End,Duration_Seconds,Windows,Mean_Attack_Ratio,Max_Attack_Ratio
150,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:19:00,2018-02-22 10:19:00,30.0,1,0.0037735849056603,0.0037735849056603
151,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:20:00,2018-02-22 10:20:00,30.0,1,0.0033557046979865,0.0033557046979865
152,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:21:00,2018-02-22 10:21:00,30.0,1,0.0074766355140186,0.0074766355140186
153,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:22:00,2018-02-22 10:22:00,30.0,1,0.0037383177570093,0.0037383177570093
154,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:23:00,2018-02-22 10:23:00,30.0,1,0.0029354207436399,0.0029354207436399
155,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:24:00,2018-02-22 10:24:00,30.0,1,0.0008615738081562,0.0008615738081562
156,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:25:00,2018-02-22 10:25:00,30.0,1,0.0026478375992939,0.0026478375992939
157,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:26:00,2018-02-22 10:26:00,30.0,1,0.0046838407494145,0.0046838407494145
158,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:27:00,2018-02-22 10:27:00,30.0,1,0.0046783625730994,0.0046783625730994
159,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:28:00,2018-02-22 10:28:00,30.0,1,0.0048780487804878,0.0048780487804878
160,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:29:00,2018-02-22 10:30:30,120.0,4,0.0028714010129636753,0.0041551246537396
161,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:31:30,2018-02-22 10:31:30,30.0,1,0.0039682539682539,0.0039682539682539
162,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:32:30,2018-02-22 10:32:30,30.0,1,0.0036144578313253,0.0036144578313253
163,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:33:30,2018-02-22 10:33:30,30.0,1,0.0030864197530864,0.0030864197530864
164,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:34:30,2018-02-22 10:34:30,30.0,1,0.0042857142857142,0.0042857142857142
165,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:35:30,2018-02-22 10:35:30,30.0,1,0.0048899755501222,0.0048899755501222
166,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:36:30,2018-02-22 10:36:30,30.0,1,0.003671970624235,0.003671970624235
167,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:37:30,2018-02-22 10:37:30,30.0,1,0.0008917954815695,0.0008917954815695
168,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:38:30,2018-02-22 10:38:30,30.0,1,0.0019788918205804,0.0019788918205804
169,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:39:30,2018-02-22 10:39:30,30.0,1,0.0013863216266173,0.0013863216266173
170,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:40:30,2018-02-22 10:40:30,30.0,1,0.0024953212726138,0.0024953212726138
171,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:41:30,2018-02-22 10:43:00,120.0,4,0.0027880788859144245,0.0048
172,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:44:00,2018-02-22 10:44:00,30.0,1,0.0015022533800701,0.0015022533800701
173,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:45:00,2018-02-22 10:45:00,30.0,1,0.0046583850931677,0.0046583850931677
174,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:46:00,2018-02-22 10:46:00,30.0,1,0.0026385224274406,0.0026385224274406
175,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:47:00,2018-02-22 10:47:00,30.0,1,0.0030549898167006,0.0030549898167006
176,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:48:00,2018-02-22 10:48:00,30.0,1,0.0044052863436123,0.0044052863436123
177,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:49:00,2018-02-22 10:49:00,30.0,1,0.0032715376226826,0.0032715376226826
178,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:50:00,2018-02-22 10:50:00,30.0,1,0.0067796610169491,0.0067796610169491
179,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:51:00,2018-02-22 10:51:00,30.0,1,0.001233045622688,0.001233045622688
180,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:52:00,2018-02-22 10:52:00,30.0,1,0.0030549898167006,0.0030549898167006
181,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:53:00,2018-02-22 10:53:00,30.0,1,0.0024906600249066,0.0024906600249066
182,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:54:00,2018-02-22 10:54:00,30.0,1,0.0033726812816188,0.0033726812816188
183,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:55:00,2018-02-22 10:55:00,30.0,1,0.0019569471624266,0.0019569471624266
184,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:56:00,2018-02-22 10:56:00,30.0,1,0.0026631158455392,0.0026631158455392
185,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:57:00,2018-02-22 10:57:00,30.0,1,0.0035242290748898,0.0035242290748898
186,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:58:00,2018-02-22 10:58:00,30.0,1,0.0028228652081863,0.0028228652081863
187,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:59:00,2018-02-22 10:59:00,30.0,1,0.0032706459525756,0.0032706459525756
188,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:00:00,2018-02-22 11:00:00,30.0,1,0.0021186440677966,0.0021186440677966
189,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:01:00,2018-02-22 11:01:00,30.0,1,0.0026578073089701,0.0026578073089701
190,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:02:00,2018-02-22 11:02:30,60.0,2,0.0035938801436696498,0.0048250904704463
191,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:03:30,2018-02-22 11:03:30,30.0,1,0.0032,0.0032
192,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:04:30,2018-02-22 11:04:30,30.0,1,0.0007716049382716,0.0007716049382716
193,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:05:30,2018-02-22 11:05:30,30.0,1,0.0013888888888888,0.0013888888888888
194,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:06:30,2018-02-22 11:06:30,30.0,1,0.0025173064820641,0.0025173064820641
195,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:07:30,2018-02-22 11:07:30,30.0,1,0.0019960079840319,0.0019960079840319
196,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:08:30,2018-02-22 11:08:30,30.0,1,0.0038058991436726,0.0038058991436726
197,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:09:30,2018-02-22 11:09:30,30.0,1,0.0025078369905956,0.0025078369905956
198,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:10:30,2018-02-22 11:10:30,30.0,1,0.0046893317702227,0.0046893317702227
199,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:11:30,2018-02-22 11:11:30,30.0,1,0.0016077170418006,0.0016077170418006
200,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:12:30,2018-02-22 11:12:30,30.0,1,0.0029970029970029,0.0029970029970029
201,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:13:30,2018-02-22 11:16:00,180.0,6,0.0019382098983751165,0.0038119440914866
202,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:17:00,2018-02-22 11:17:00,30.0,1,0.0044444444444444,0.0044444444444444
203,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:18:00,2018-02-22 11:18:00,30.0,1,0.001339584728734,0.001339584728734
204,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:19:00,2018-02-22 11:19:00,30.0,1,0.0050761421319796,0.0050761421319796
205,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:20:00,2018-02-22 11:20:00,30.0,1,0.0041279669762641,0.0041279669762641
206,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:21:00,2018-02-22 11:21:00,30.0,1,0.0019120458891013,0.0019120458891013
207,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:22:00,2018-02-22 11:22:00,30.0,1,0.0033030553261767,0.0033030553261767
208,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 11:23:00,2018-02-22 11:23:00,30.0,1,0.0022988505747126,0.0022988505747126
209,Wednesday-14-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-14 02:01:00,2018-02-14 03:32:30,5520.0,184,0.7303672136792863,0.8886032562125107
210,Wednesday-14-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-14 10:33:00,2018-02-14 12:10:30,5880.0,196,0.5267751001362139,0.7268722466960352
211,Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-21 02:15:00,2018-02-21 02:33:00,1110.0,37,0.5823267276734874,0.9999582759627822
212,Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-21 10:13:30,2018-02-21 10:43:00,1800.0,60,0.47895129713761586,0.9
213,Wednesday-28-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,VALIDATION,2018-02-28 01:42:00,2018-02-28 02:39:30,3480.0,116,0.35393838670228794,0.4792592592592593
214,Wednesday-28-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,VALIDATION,2018-02-28 10:50:00,2018-02-28 12:04:30,4500.0,150,0.37169098734480505,0.4836997725549659
